Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT019,911.5082935
FDZ08,OUT046,1400.410639
NCJ05,OUT018,2183.34009
FDF59,OUT046,2057.341608
NCO05,OUT035,1821.251961
FDW24,OUT018,685.3199088
NCX42,OUT018,2353.273799
NCA53,OUT035,1074.349526
FDI45,OUT019,958.168426
FDG46,OUT046,1855.009477
FDM20,OUT010,1882.092563
FDW11,OUT010,1.87167441
FDX08,OUT035,2947.909992
NCK17,OUT035,966.3157049
FDK32,OUT018,2144.733091
NCA42,OUT035,2665.200951
DRI01,OUT035,2826.51815
NCL55,OUT049,3964.288893
DRE25,OUT018,1327.462967
FDD14,OUT017,2960.213626
FDB10,OUT046,3608.156145
DRN11,OUT035,2459.068176
FDP38,OUT018,705.3011754
NCA30,OUT017,3034.00447
FDT15,OUT017,2976.920448
NCP55,OUT018,793.3909071
FDF12,OUT035,2508.588086
FDM21,OUT018,3641.775229
FDX56,OUT035,3328.717988
FDF10,OUT017,2415.643322
FDT32,OUT045,2881.243056
FDM51,OUT018,1425.487567
NCR50,OUT018,2185.710846
FDI19,OUT049,3799.096695
FDX21,OUT017,1878.711484
FDR31,OUT035,2462.86882
FDY02,OUT013,4003.750271
NCA29,OUT045,2609.409749
NCX17,OUT046,3553.405701
FDM12,OUT045,2891.252278
FDI53,OUT027,3984.032516
NCU30,OUT049,2679.061909
FDC56,OUT027,3420.948011
FDK27,OUT018,1737.320584
NCK18,OUT017,2715.585384
FDB52,OUT019,2110.112612
DRG25,OUT027,4382.977221
FDZ13,OUT049,1074.926817
FDB57,OUT019,1624.093396
FDR40,OUT046,1420.466259
NCO14,OUT019,1.87167441
NCN19,OUT045,2897.423678
FDQ28,OUT019,644.4536748
FDO13,OUT018,2334.685244
FDK48,OUT013,1373.38968
FDU07,OUT018,2158.580135
FDW20,OUT046,2004.021053
FDV12,OUT010,1.87167441
FDH24,OUT013,2531.505266
FDV59,OUT049,3421.1113
FDK57,OUT045,1887.793469
FDL16,OUT027,2340.838581
NCQ17,OUT046,2462.872381
FDJ15,OUT018,2625.069929
FDX24,OUT049,1669.920721
FDT47,OUT046,1617.00448
FDT10,OUT049,1202.49006
FDZ37,OUT018,1231.771947
FDW43,OUT027,4971.799725
DRN36,OUT017,1702.606375
FDJ14,OUT045,1322.301031
FDA32,OUT013,3377.862189
FDJ38,OUT019,1144.734602
FDQ57,OUT017,2434.720899
NCQ41,OUT019,1195.158202
FDG56,OUT049,1189.583883
DRC13,OUT027,3462.829455
FDV55,OUT035,2451.918732
FDQ49,OUT045,2419.983795
FDE29,OUT010,1.87167441
FDR03,OUT013,3211.691947
FDD45,OUT049,1661.304211
FDN38,OUT010,1973.982939
FDT56,OUT046,1071.041464
FDT48,OUT045,3029.76561
FDU03,OUT049,2917.970595
FDC56,OUT010,103.7340954
NCO43,OUT027,3110.055861
FDQ27,OUT017,1790.169908
FDR03,OUT046,3185.466705
DRH23,OUT010,1.87167441
FDG22,OUT045,714.9271494
NCJ42,OUT013,1753.708653
FDR24,OUT046,1535.160503
FDW60,OUT035,2902.227904
FDJ08,OUT013,2987.007795
DRL59,OUT018,724.3043981
FDG60,OUT010,1731.199253
FDW27,OUT017,2565.632942
FDX14,OUT018,1080.426792
FDC20,OUT013,1070.135996
NCS29,OUT018,3747.927316
FDJ56,OUT046,1676.533612
FDB20,OUT019,1.87167441
FDL28,OUT027,4959.834415
FDW01,OUT018,2147.592869
FDL03,OUT046,3065.541928
FDX22,OUT049,3323.538546
FDJ21,OUT035,2452.859598
FDR31,OUT045,2280.529597
FDG21,OUT035,2551.447574
FDS22,OUT027,2299.898004
FDK08,OUT035,1806.426873
FDE17,OUT018,2147.141024
NCN30,OUT017,1706.407019
FDT50,OUT046,1630.851524
NCX42,OUT049,2672.364309
FDJ12,OUT035,3356.826742
NCA18,OUT027,3369.546367
FDP23,OUT019,1536.003664
FDX12,OUT013,3721.04123
FDN40,OUT018,2162.343602
FDV48,OUT035,1498.468854
NCY54,OUT013,2727.591642
FDL16,OUT010,1.87167441
FDR45,OUT018,3409.526964
FDJ52,OUT046,2542.871802
DRG01,OUT017,1439.389578
FDP52,OUT013,3574.926609
FDU58,OUT017,3004.013981
FDL02,OUT045,1679.289938
FDG28,OUT013,3759.573874
FDA19,OUT035,2226.782734
FDW46,OUT027,2640.291621
NCD43,OUT049,1807.907854
DRG39,OUT013,1009.665997
NCF55,OUT049,841.1743092
FDJ07,OUT046,1927.407609
FDE08,OUT046,2385.807092
FDP56,OUT019,1.87167441
FDT45,OUT045,931.9356588
FDF17,OUT018,2765.91684
FDX44,OUT046,1494.182749
FDM28,OUT027,4262.037223
FDI36,OUT049,3162.673192
FDS07,OUT045,1817.840447
FDD36,OUT045,1853.024292
FDW11,OUT046,1105.284442
FDN40,OUT049,2541.489444
NCQ18,OUT049,1731.746255
NCQ54,OUT017,2717.429941
NCS42,OUT045,1478.424874
DRH39,OUT010,1.87167441
FDC09,OUT027,3173.422814
FDT08,OUT010,559.3109781
FDC08,OUT035,3606.233673
FDT20,OUT017,869.5702966
FDS35,OUT035,1301.404435
FDX58,OUT018,2584.092175
FDW58,OUT046,1755.065967
DRD27,OUT046,1659.863968
FDH32,OUT019,1.87167441
FDS26,OUT035,4142.261821
FDQ31,OUT046,1482.291793
FDP11,OUT018,3117.749567
FDD58,OUT017,1758.297685
FDM33,OUT045,3292.456208
FDZ16,OUT049,3131.289992
NCS29,OUT010,2187.717003
NCM18,OUT019,1.87167441
FDP11,OUT049,3471.15741
NCC42,OUT017,2357.618433
DRM23,OUT046,2709.945733
NCN55,OUT027,5112.646636
FDK46,OUT013,3960.438938
FDR01,OUT046,3082.174395
NCA05,OUT045,2318.610396
NCP43,OUT017,2882.133116
FDR12,OUT010,839.1602421
FDQ01,OUT013,3935.264316
FDM13,OUT046,2116.833563
FDQ19,OUT017,3809.919349
FDK56,OUT019,1088.065248
NCX06,OUT010,1015.339706
FDO56,OUT027,3390.016656
FDU45,OUT045,1780.663337
FDI16,OUT019,1.87167441
FDL32,OUT046,1856.476543
FDA07,OUT046,2005.939964
FDA14,OUT045,2274.321019
FDV46,OUT027,3690.82523
NCO07,OUT035,3428.698675
NCP41,OUT046,1753.598901
FDY60,OUT018,2006.671605
FDN38,OUT017,3925.591636
FDO15,OUT046,1310.965372
FDT60,OUT013,2018.318162
FDA55,OUT035,3593.890873
FDE02,OUT010,1.87167441
DRJ39,OUT049,3493.057587
FDV34,OUT035,1451.845899
FDS20,OUT027,4325.856022
FDF02,OUT027,3161.494682
FDW40,OUT017,2386.179033
NCB43,OUT046,2912.240686
FDR58,OUT017,1634.986932
DRJ59,OUT035,957.284527
NCD30,OUT017,1751.185418
FDE14,OUT017,1735.419464
FDC28,OUT018,1522.119455
FDU16,OUT018,1182.741058
NCD19,OUT035,1185.280302
FDU21,OUT046,752.6223788
FDV59,OUT027,4797.539173
FDU03,OUT045,2774.112925
FDC33,OUT010,1242.394614
NCR42,OUT035,883.9827056
DRH59,OUT035,1460.914254
NCM31,OUT035,2422.906287
FDS50,OUT035,3563.900384
FDP39,OUT046,989.6493319
FDQ55,OUT013,1938.882118
FDV36,OUT019,208.8580587
FDI05,OUT027,2788.814174
FDS45,OUT027,3223.883591
FDA39,OUT045,722.9802834
FDC37,OUT010,1.87167441
FDJ60,OUT027,4069.751492
DRQ35,OUT046,1994.952698
NCJ06,OUT046,1955.479187
NCY42,OUT018,2045.767625
DRM37,OUT049,3140.283992
FDR14,OUT045,912.4062371
FDE51,OUT049,963.0179968
FDT33,OUT017,2718.407985
FDR08,OUT013,1880.33103
FDE36,OUT010,733.4971766
FDL22,OUT019,1.87167441
FDR44,OUT013,2150.697271
FDI56,OUT019,1.87167441
FDE47,OUT010,211.8422709
FDV27,OUT010,1.87167441
FDV10,OUT049,928.7378418
FDC40,OUT045,1290.880654
NCX41,OUT013,3283.56388
NCQ38,OUT027,3191.937015
FDV12,OUT027,3127.740726
FDE52,OUT017,1596.454287
FDG20,OUT027,4219.666757
FDV16,OUT027,2178.543338
FDI32,OUT017,1971.542727
FDJ32,OUT049,1215.321882
FDN39,OUT018,2405.164465
FDY34,OUT017,2727.965362
FDC14,OUT035,974.8578608
FDA55,OUT017,3550.503196
FDZ50,OUT010,1004.804285
DRG13,OUT049,2695.242531
FDP01,OUT013,2459.144312
NCG54,OUT017,2805.55685
FDM13,OUT045,2058.2162
NCO18,OUT027,4246.345623
NCW41,OUT013,2506.219112
FDM52,OUT027,3807.927407
NCF55,OUT035,885.3754174
FDT09,OUT046,2119.204318
NCM19,OUT035,1968.270271
FDW12,OUT018,2078.617891
FDP15,OUT019,2092.464924
FDK36,OUT045,860.5527483
FDZ25,OUT035,2841.343237
NCW06,OUT049,3097.950703
FDW60,OUT046,2791.375043
DRC49,OUT013,2345.390935
NCT17,OUT035,3096.469723
NCN06,OUT018,2333.744377
FDC45,OUT013,2711.41102
DRJ47,OUT019,878.1318282
NCF06,OUT045,3867.506022
FDE21,OUT010,78.07045058
DRG27,OUT013,849.7415095
FDW40,OUT049,2358.197713
NCO53,OUT046,2884.658131
FDE23,OUT049,970.1302639
FDQ16,OUT046,1794.087633
FDS26,OUT045,3885.568378
FDZ13,OUT010,1.87167441
FDS14,OUT049,2567.642111
FDC10,OUT045,1871.57567
FDY16,OUT049,2977.988749
FDJ20,OUT035,2183.019556
FDV43,OUT035,994.3501055
FDZ32,OUT027,3205.784058
FDR23,OUT046,2741.328933
FDN24,OUT035,1140.012881
FDE34,OUT027,4307.756489
FDU31,OUT013,3388.323256
FDW33,OUT018,1512.14741
FDU26,OUT046,1918.302077
FDE20,OUT027,4117.804336
NCW05,OUT035,1900.688005
FDB22,OUT018,2148.044714
FDO56,OUT046,1901.180588
FDA19,OUT027,3546.140499
DRI39,OUT045,970.5054803
FDH52,OUT018,837.1169078
FDZ50,OUT035,2999.800658
NCN42,OUT035,2493.348331
FDB53,OUT013,2392.954757
DRG11,OUT017,1896.848194
DRK11,OUT027,3819.818362
FDQ60,OUT017,2084.881436
FDT36,OUT017,821.9692972
DRG25,OUT018,2628.833397
DRJ23,OUT046,2963.679507
FDG05,OUT035,2648.079462
NCK06,OUT018,1710.152696
FDU52,OUT017,2546.066343
FDW07,OUT018,1236.513458
NCM17,OUT045,810.5809931
FDA22,OUT045,2580.886327
NCA41,OUT018,2754.552083
FDF38,OUT035,980.1255713
FDH52,OUT046,1128.162664
FDY58,OUT019,1664.018752
FDZ16,OUT045,2965.983988
NCM18,OUT017,1218.50607
FDA22,OUT018,2361.326933
NCJ43,OUT035,2906.554747
FDI34,OUT027,4988.432192
FDG56,OUT046,1112.922908
FDS34,OUT046,1893.616476
DRC01,OUT035,1105.318059
FDQ04,OUT035,948.1789949
FDK04,OUT035,1213.840902
FDT51,OUT049,1905.96963
FDV26,OUT017,3143.994379
FDS04,OUT049,2352.515335
FDW43,OUT018,3240.534122
FDQ28,OUT010,605.9339336
NCK06,OUT017,2068.663637
FDS23,OUT018,1837.753117
FDZ36,OUT019,1112.86238
FDE56,OUT018,867.1445734
FDW10,OUT027,4192.987891
NCN14,OUT045,2824.610879
NCQ18,OUT045,1576.449473
FDW08,OUT017,1859.21924
FDU43,OUT035,3767.588049
FDR33,OUT010,1.87167441
FDM24,OUT010,558.3329341
NCZ05,OUT046,1711.265612
NCV41,OUT035,1994.045447
FDV11,OUT018,2464.130221
NCY05,OUT035,913.9731941
FDV44,OUT018,2674.515485
FDW32,OUT049,1538.971501
NCU18,OUT027,3735.603629
NCC43,OUT035,3981.35929
FDW19,OUT013,1855.571075
FDN31,OUT035,3125.519345
FDI48,OUT045,892.9139924
FDS24,OUT017,1622.192286
FDF46,OUT049,1979.308629
DRG23,OUT017,2508.963587
FDG14,OUT018,2135.212892
NCY30,OUT049,2897.500307
FDO28,OUT018,1723.510718
DRD24,OUT035,2422.906287
FDI33,OUT049,1617.992878
FDN32,OUT046,2894.17833
FDR16,OUT045,3215.842764
FDF26,OUT046,2436.230692
NCN29,OUT018,676.7405757
FDE20,OUT045,2581.790016
FDA46,OUT046,2992.654775
FDU28,OUT045,2859.794724
FDQ48,OUT045,1592.215428
FDV36,OUT013,2100.725516
FDR14,OUT018,731.4538422
FDP23,OUT017,3434.793732
FDP56,OUT013,999.242107
FDK48,OUT010,1.87167441
FDR48,OUT046,2420.539092
NCY29,OUT049,1151.540261
FDM22,OUT018,739.0923084
DRJ01,OUT013,2595.77591
FDZ43,OUT045,3663.818357
FDV03,OUT035,2594.72173
FDX11,OUT027,4289.167934
NCA41,OUT027,4462.939465
FDE38,OUT017,2725.105584
FDI27,OUT018,626.2797987
FDN32,OUT013,2890.375907
NCN43,OUT017,2071.486238
FDB47,OUT027,4656.617908
FDV03,OUT017,2558.483498
NCN30,OUT045,1574.604917
NCV54,OUT010,126.160472
FDV07,OUT013,1840.783164
FDP07,OUT049,3166.511013
FDK48,OUT018,1026.091017
FDM15,OUT019,591.13312
FDY19,OUT027,3373.798857
FDK46,OUT046,3952.802251
FDY11,OUT045,1115.227389
FDH09,OUT046,986.3005322
FDO08,OUT027,4058.801403
FDU14,OUT013,3850.523383
FDD22,OUT027,3308.135501
FDM27,OUT017,2585.125186
FDL02,OUT027,3211.014592
NCA17,OUT035,2494.741042
FDE38,OUT019,784.8487402
NCG07,OUT049,3029.842238
DRC27,OUT013,3803.411406
FDA27,OUT035,4035.13169
FDW40,OUT045,2202.900932
DRI11,OUT013,1918.863674
FDN50,OUT046,1594.200613
FDR12,OUT046,2687.556534
FDT34,OUT027,3188.625392
FDW11,OUT035,1263.323635
NCO30,OUT027,4317.728534
FDZ34,OUT017,3114.00389
FDU45,OUT017,1951.072439
NCD42,OUT035,916.3067727
FDX25,OUT045,2766.963481
NCR29,OUT046,1046.281509
FDX43,OUT019,831.5460499
FDB04,OUT010,1.87167441
FDR49,OUT027,2354.159425
FDS39,OUT018,2003.359982
FDW58,OUT045,1683.579605
FDG22,OUT019,1.87167441
FDG31,OUT017,1232.278759
NCV53,OUT027,5126.004657
DRJ37,OUT035,2535.68162
FDV07,OUT035,1959.728115
FDW52,OUT018,2351.84391
FDT15,OUT045,2812.230901
FDD02,OUT018,1674.931675
FDM16,OUT035,1439.428744
NCE55,OUT046,2752.768044
FDB57,OUT018,3152.933412
FDQ04,OUT013,883.5698196
FDQ47,OUT019,1.87167441
FDY14,OUT019,2200.987767
DRK37,OUT017,3032.085559
FDO25,OUT017,3336.28011
FDL57,OUT046,3958.069962
NCK29,OUT018,1741.573074
FDK46,OUT027,5418.760098
NCB43,OUT010,1060.984617
DRE01,OUT027,5144.067013
FDC46,OUT018,2624.580907
FDQ23,OUT045,1661.716604
FDX38,OUT049,1042.076551
FDG60,OUT018,3355.754565
FDW55,OUT017,3873.663793
FDP39,OUT013,984.4170196
FDB20,OUT018,1104.208704
FDV21,OUT017,2134.364169
FDZ02,OUT013,1652.749922
FDP19,OUT027,3534.212366
FDA38,OUT035,3850.484425
FDH22,OUT045,1982.506446
DRM11,OUT045,3912.284421
FDO12,OUT027,4477.653021
FDT14,OUT049,2050.239694
FDW34,OUT010,1883.559629
FDG04,OUT027,4383.918088
FDW59,OUT018,1192.261258
FDR33,OUT018,1536.870188
FDP32,OUT013,2111.675604
FDL13,OUT027,5019.363548
FDD22,OUT013,1892.711007
FDV40,OUT027,2718.297776
NCD55,OUT046,833.9773341
FDQ20,OUT010,1.87167441
FDD28,OUT045,999.06608
FDC39,OUT045,3155.898964
NCR17,OUT049,2010.277161
DRO35,OUT018,1641.140542
FDF40,OUT049,3900.018249
FDR31,OUT018,2045.241426
NCQ41,OUT017,3132.555268
FDP38,OUT046,953.4502661
NCU54,OUT027,4687.586441
FDG22,OUT018,476.7792011
DRK59,OUT013,3621.549564
FDC37,OUT046,1759.807478
NCO42,OUT013,2358.222757
NCT42,OUT017,2487.100587
FDX27,OUT035,1726.953652
FDV40,OUT018,1038.508171
FDT45,OUT027,2470.809757
FDS47,OUT019,1.87167441
FDR45,OUT035,3791.407137
FDB03,OUT045,3595.22087
FDO49,OUT035,1132.937791
FDU60,OUT027,4082.546137
FDB26,OUT018,720.5037535
FDB46,OUT017,3392.008598
FDQ37,OUT019,1220.444356
FDN03,OUT017,3909.862859
NCX30,OUT045,3728.540846
FDK32,OUT019,621.6126305
DRM47,OUT013,3017.03546
NCO02,OUT046,1201.01264
FDP04,OUT013,1188.668061
NCO43,OUT049,1775.094765
FDD59,OUT013,1430.021857
FDQ10,OUT017,2791.709806
FDW45,OUT035,2503.357553
NCK30,OUT049,3986.678092
FDU31,OUT018,3053.893592
NCQ17,OUT019,637.2670535
FDN01,OUT017,2847.401117
FDZ19,OUT049,2832.777818
DRG37,OUT017,2563.714031
FDE32,OUT045,711.0893278
FDO34,OUT049,2731.404419
FDM04,OUT019,1.87167441
FDZ25,OUT049,2772.834019
FDU08,OUT049,1749.393943
NCW30,OUT045,3870.3658
NCM18,OUT013,1141.518906
FDS22,OUT035,987.6896833
NCH18,OUT017,3841.791571
FDC23,OUT013,2820.911907
FDY46,OUT013,2934.176262
NCU06,OUT046,3524.393256
FDX57,OUT045,1575.545783
FDX36,OUT027,4903.69126
FDL16,OUT045,836.2818151
FDT16,OUT010,2132.514714
FDN16,OUT018,1443.098078
FDC03,OUT046,3045.07164
DRF60,OUT013,3681.530541
FDS27,OUT027,4485.743332
FDP33,OUT010,2050.144538
FDJ36,OUT018,1416.419212
NCR42,OUT013,726.4307559
FDV14,OUT017,1569.775421
NCP42,OUT035,3178.350877
FDB50,OUT027,2816.885752
NCC30,OUT027,4221.548491
FDA23,OUT018,1425.976589
FDW16,OUT017,1639.76562
FDQ52,OUT010,1946.852228
FDB58,OUT049,2384.424734
NCP29,OUT049,1259.122237
NCM05,OUT045,3947.957288
FDO25,OUT013,3285.030946
NCM54,OUT046,2069.721585
NCL54,OUT046,2716.568978
FDL39,OUT010,994.380395
FDF53,OUT018,2554.590708
NCQ42,OUT035,2214.891778
FDF58,OUT013,1163.419084
FDZ04,OUT035,1296.662923
FDE26,OUT019,473.0528998
FDS60,OUT017,2903.581449
FDV58,OUT017,3160.664023
FDM04,OUT045,905.782992
FDE08,OUT035,2480.931176
NCB43,OUT049,3004.630438
FDU11,OUT010,128.9830725
FDF22,OUT019,1466.013465
FDE24,OUT013,2290.603314
DRJ49,OUT046,2114.010962
NCQ53,OUT035,3756.186116
NCL41,OUT013,775.4988212
FDR22,OUT013,1854.104009
FDH04,OUT035,1701.290007
DRH15,OUT045,791.0515714
FDY40,OUT049,1031.089285
NCI17,OUT035,1786.971806
NCC18,OUT013,2754.75953
FDY28,OUT027,4717.539752
FDB45,OUT027,3177.675304
NCL30,OUT018,1792.485696
FDM10,OUT017,3377.672532
FDH22,OUT027,3519.950655
NCZ53,OUT017,3053.082047
NCI18,OUT013,3451.578678
FDH14,OUT027,3723.223652
FDR36,OUT027,2314.234069
FDW01,OUT045,2338.554486
FDK02,OUT027,3403.789345
FDJ02,OUT018,2078.580714
FDU55,OUT013,3992.83736
NCV18,OUT027,2903.056573
FDH14,OUT018,1960.500494
FDZ37,OUT045,1438.462341
FDX49,OUT049,3657.234564
NCD43,OUT046,1735.536545
FDZ07,OUT013,1145.808573
FDK43,OUT035,2191.07269
FDR32,OUT018,3254.343988
FDT39,OUT013,2440.103912
NCV54,OUT017,2054.890948
FDF38,OUT018,573.9372879
FDV60,OUT046,3064.11204
FDH44,OUT027,3765.519764
FDS21,OUT046,1115.293664
NCL41,OUT045,679.2171056
FDM46,OUT017,1680.254353
FDU27,OUT045,882.4901028
NCJ54,OUT017,3668.546239
DRG51,OUT018,2350.414021
NCA29,OUT019,863.8701169
FDR47,OUT045,2949.277167
NCL19,OUT027,3719.837675
DRG01,OUT049,1422.847369
FDG10,OUT046,1068.670709
NCV05,OUT049,2515.262423
NCH18,OUT019,1915.833615
FDV14,OUT018,1214.124259
DRJ23,OUT035,3105.989923
DRJ11,OUT046,2916.493176
FDZ03,OUT017,2993.063892
FDI27,OUT010,1.87167441
FDJ14,OUT018,1147.068192
FDU32,OUT017,2059.595282
FDD47,OUT027,4140.193536
DRF36,OUT035,3107.382635
FDM21,OUT046,3934.250873
FDV10,OUT018,592.4886656
FDH60,OUT018,2761.627173
FDX47,OUT010,636.8652889
FDT19,OUT019,923.888271
FDO11,OUT045,3759.020356
FDH24,OUT027,3946.92976
FDL02,OUT018,1516.926098
FDB02,OUT049,2849.447463
FDA43,OUT046,3036.492307
FDG52,OUT045,833.9110594
DRC12,OUT013,2978.917484
FDY37,OUT018,2008.590515
NCU18,OUT045,2193.869754
FDU09,OUT035,1187.199213
DRJ25,OUT027,2396.078046
DRE12,OUT018,1594.480409
DRL47,OUT017,2125.295814
DRK01,OUT046,1611.811124
FDC22,OUT019,1163.737825
FDG44,OUT013,1025.846619
FDW04,OUT035,2248.682911
FDK09,OUT049,3591.534031
NCN43,OUT035,2129.172802
FDG04,OUT049,3011.779883
FDH32,OUT010,1.87167441
DRI47,OUT017,2419.518321
DRE15,OUT013,1345.73277
FDY11,OUT035,1354.762166
FDO60,OUT049,967.3076634
FDQ20,OUT018,565.3579548
FDO57,OUT027,3995.960649
FDT14,OUT019,142.2538367
FDA57,OUT049,909.2455972
DRN35,OUT017,848.6481631
FDJ03,OUT046,960.1478654
FDX28,OUT017,1783.094818
DRE25,OUT045,1475.527919
FDR09,OUT046,3961.870606
FDB23,OUT035,3621.021583
FDO08,OUT045,2512.777861
FDQ23,OUT049,1775.546609
FDW04,OUT013,2132.597738
DRK13,OUT010,1235.697015
NCL17,OUT027,3721.756586
FDY21,OUT035,3167.815456
FDJ38,OUT027,4393.401111
FDA37,OUT019,236.0631238
FDV43,OUT013,905.4328199
FDL36,OUT046,1550.88928
FDD53,OUT045,755.3415276
FDZ19,OUT010,924.8792182
FDV21,OUT045,1969.674623
NCL54,OUT018,2454.120999
DRI47,OUT027,3755.095874
DRG03,OUT049,2560.077999
FDG21,OUT013,2412.484179
FDW03,OUT018,1473.577588
NCI55,OUT046,1973.541542
DRC36,OUT019,938.1499823
FDH22,OUT017,2174.36388
FDV20,OUT045,1998.235223
NCU41,OUT027,4448.188732
FDN46,OUT027,3182.002147
FDK50,OUT045,2484.706284
NCA05,OUT027,3801.718829
DRH01,OUT018,2457.958821
FDT08,OUT018,2115.231625
FDM08,OUT018,3183.412923
FDZ07,OUT035,1250.454635
FDS22,OUT017,985.7687831
FDV35,OUT027,3928.378383
FDI28,OUT010,1.87167441
FDW58,OUT027,3229.603147
FDT52,OUT045,3676.161158
FDY34,OUT046,2587.575846
FDR10,OUT046,2537.115069
FDK57,OUT017,2059.632459
FDR02,OUT027,3252.858859
FDX49,OUT046,3586.293144
FDQ20,OUT046,817.796712
DRK23,OUT045,3774.674779
NCW06,OUT046,2979.822952
FDR31,OUT017,2429.490366
NCE43,OUT013,2684.732154
DRO59,OUT027,2785.465375
FDN09,OUT049,3828.146317
FDR11,OUT046,2544.30169
FDO57,OUT013,2584.825821
NCX18,OUT017,3148.73589
FDB05,OUT018,3536.14934
FDQ08,OUT018,840.4657075
NCG43,OUT035,1729.850606
FDJ56,OUT013,1725.637076
FDA13,OUT010,1.87167441
FDO56,OUT017,2000.103327
FDB37,OUT018,3415.698364
FDZ02,OUT018,1359.787035
FDQ24,OUT046,3814.251742
FDM16,OUT013,1327.633237
FDU35,OUT049,1754.624476
FDT35,OUT035,2801.343527
NCX30,OUT049,3872.398517
FDG04,OUT017,3014.023203
FDI12,OUT035,1618.882653
FDE35,OUT035,1244.320412
NCP14,OUT027,3206.27308
NCY53,OUT045,1744.953293
FDP49,OUT017,1124.73396
FDQ04,OUT017,940.5385394
FDM39,OUT035,2943.168481
FDO58,OUT019,751.5094521
FDC56,OUT017,2042.473793
NCQ54,OUT046,2634.235979
FDV10,OUT027,2299.446159
NCK17,OUT046,816.8558452
NCF55,OUT027,2211.882626
FDV33,OUT013,3984.295204
NCH29,OUT019,1.87167441
FDA37,OUT027,3484.729633
FDH46,OUT018,1435.007767
FDS25,OUT035,1966.877559
FDH04,OUT027,2973.46144
FDX52,OUT046,2976.474153
NCD42,OUT017,867.1995409
FDW47,OUT017,2079.613726
FDL25,OUT027,3019.669727
NCJ06,OUT010,124.2415612
FDY09,OUT013,2752.803442
FDS40,OUT046,772.1146234
FDH41,OUT017,3412.441709
FDG38,OUT035,1599.390409
FDU03,OUT027,4272.950135
FDV20,OUT046,2069.721585
DRB13,OUT045,2895.99379
NCQ30,OUT013,1988.327674
NCH06,OUT013,3774.324607
FDU50,OUT018,1590.642587
NCO42,OUT019,503.5324102
FDW09,OUT018,1121.819215
FDH04,OUT013,1565.18639
FDC21,OUT045,1710.221294
FDL21,OUT049,910.675486
FDM46,OUT010,1.87167441
FDT22,OUT019,1.87167441
FDB28,OUT035,3222.603077
FDI12,OUT018,1242.722035
FDA28,OUT045,1974.905157
FDF59,OUT013,2097.865738
FDM45,OUT027,3438.558522
FDQ56,OUT017,1525.523222
FDR46,OUT049,2421.038468
FDT01,OUT013,3307.382968
FDD16,OUT027,2759.275531
NCU30,OUT010,708.2481995
FDM40,OUT010,457.937579
FDI56,OUT035,1716.529762
NCS30,OUT013,2093.049872
FDU08,OUT017,1750.207374
FDX51,OUT027,4480.512799
FDA43,OUT045,2982.16461
FDX59,OUT010,1.87167441
FDC37,OUT018,1494.499722
FDP58,OUT013,3399.725189
NCY42,OUT035,2421.928243
FDF21,OUT018,2689.303396
FDU10,OUT027,2236.153559
DRL47,OUT018,1761.065318
FDA58,OUT018,3376.224853
FDJ22,OUT049,3088.430504
FDK50,OUT046,2534.744313
FDO38,OUT035,1503.247543
DRF60,OUT035,3813.344492
NCZ42,OUT019,1806.369905
FDD35,OUT049,2031.651139
FDL25,OUT045,1496.524407
FDJ16,OUT013,1088.687373
DRK59,OUT049,3690.573852
FDI50,OUT046,3543.470833
NCB19,OUT045,1416.562163
DRI37,OUT035,1241.460635
FDA14,OUT027,3804.615784
FDC08,OUT018,3234.362722
FDS45,OUT046,1735.047523
FDI21,OUT049,1239.103793
DRJ47,OUT035,2877.505126
DRE37,OUT027,4391.030355
FDT55,OUT018,2238.053357
NCG42,OUT027,3536.583122
FDA31,OUT049,2780.398131
NCW42,OUT046,3414.929546
FDF50,OUT017,3128.228425
FDK56,OUT049,3003.200549
FDX10,OUT035,912.5433053
NCK07,OUT027,4025.91396
FDZ49,OUT017,3511.48153
FDR33,OUT013,1822.683631
FDO44,OUT018,1562.119165
FDA20,OUT046,2908.440042
NCL30,OUT045,1997.746201
FDI05,OUT019,1.87167441
FDQ12,OUT018,3244.786611
FDH47,OUT017,1705.917997
FDH34,OUT018,2635.041974
FDF29,OUT046,2119.241495
FDG40,OUT018,468.7260672
NCE18,OUT017,3898.91277
FDP21,OUT010,1108.133772
FDY50,OUT013,1536.136768
FDB36,OUT049,2180.625538
NCZ29,OUT049,2151.65027
FDU20,OUT018,1679.184164
FDO56,OUT013,1953.143829
FDW31,OUT049,3160.265259
DRH59,OUT013,1339.109525
NCB30,OUT017,3160.137824
FDK43,OUT027,3519.009788
FDW43,OUT045,3448.654405
NCL19,OUT017,2354.232456
FDJ27,OUT046,1675.066546
FDC45,OUT046,2669.457001
FDY40,OUT035,1118.187058
NCM41,OUT035,1699.333919
NCK18,OUT019,779.6182068
FDP37,OUT049,2188.301181
FDA27,OUT027,5344.480232
NCX30,OUT035,3923.749069
FDR09,OUT017,4010.747236
FDG08,OUT027,4159.233936
NCU30,OUT013,2622.90662
FDB16,OUT017,1591.712776
FDM16,OUT017,1388.891624
FDC48,OUT013,1435.215214
NCF18,OUT046,2956.003864
FDU46,OUT018,1220.821858
FDH41,OUT018,3045.351436
NCN42,OUT010,484.0530688
FDU49,OUT046,1501.858392
FDB20,OUT027,2805.446641
